qryid;collection;ranker;index;qrymode;k;qrylen;res_size;qry_time;search_time;nodes_evaluated;nodes_total;postings_evaluated;postings_total;client_time
87744;gov2;bm25;IDX_DR_BM25;0;100;6;100;442063;439525;70999;0;0;0;443180
87789;gov2;bm25;IDX_DR_BM25;0;100;5;100;3585998;3580652;581292;0;0;0;3586267
87798;gov2;bm25;IDX_DR_BM25;0;100;6;100;962069;898228;124565;0;0;0;1123847
87891;gov2;bm25;IDX_DR_BM25;0;100;3;100;101040;92132;22788;0;0;0;101721
87951;gov2;bm25;IDX_DR_BM25;0;100;6;100;210844;210604;34316;0;0;0;211504
88088;gov2;bm25;IDX_DR_BM25;0;100;6;100;1091957;1091051;158607;0;0;0;1094169
88100;gov2;bm25;IDX_DR_BM25;0;100;2;100;150769;141833;33608;0;0;0;151583
88386;gov2;bm25;IDX_DR_BM25;0;100;6;100;3291579;3290553;460626;0;0;0;3400642
88579;gov2;bm25;IDX_DR_BM25;0;100;3;100;1045522;1026445;146950;0;0;0;1048749
88711;gov2;bm25;IDX_DR_BM25;0;100;2;100;72568;52695;13665;0;0;0;73155
88824;gov2;bm25;IDX_DR_BM25;0;100;3;100;2593650;2593615;386457;0;0;0;2593905
88981;gov2;bm25;IDX_DR_BM25;0;100;2;100;181685;181647;6297;0;0;0;182085
89096;gov2;bm25;IDX_DR_BM25;0;100;3;100;630033;629987;96719;0;0;0;631697
89180;gov2;bm25;IDX_DR_BM25;0;100;5;100;452859;443713;73066;0;0;0;453940
89236;gov2;bm25;IDX_DR_BM25;0;100;2;100;277377;273359;64971;0;0;0;278023
89258;gov2;bm25;IDX_DR_BM25;0;100;3;100;679593;678074;106459;0;0;0;681360
89453;gov2;bm25;IDX_DR_BM25;0;100;3;100;1692873;1672597;226113;0;0;0;1695982
89543;gov2;bm25;IDX_DR_BM25;0;100;5;100;3180508;3139252;495672;0;0;0;3180767
89555;gov2;bm25;IDX_DR_BM25;0;100;7;100;1827791;1756914;237084;0;0;0;1967954
89568;gov2;bm25;IDX_DR_BM25;0;100;2;100;105855;85751;21441;0;0;0;107784
89569;gov2;bm25;IDX_DR_BM25;0;100;3;100;160105;159787;27381;0;0;0;160869
89797;gov2;bm25;IDX_DR_BM25;0;100;4;100;190707;189353;30076;0;0;0;191451
89800;gov2;bm25;IDX_DR_BM25;0;100;2;100;274253;272080;65127;0;0;0;274905
90016;gov2;bm25;IDX_DR_BM25;0;100;2;100;160055;159215;39002;0;0;0;160684
90027;gov2;bm25;IDX_DR_BM25;0;100;4;100;4154405;4153669;677864;0;0;0;4154659
90075;gov2;bm25;IDX_DR_BM25;0;100;3;100;594346;594308;43067;0;0;0;595669
90088;gov2;bm25;IDX_DR_BM25;0;100;3;100;686071;681150;105895;0;0;0;688171
90168;gov2;bm25;IDX_DR_BM25;0;100;1;100;204105;196290;55805;0;0;0;204807
90177;gov2;bm25;IDX_DR_BM25;0;100;2;100;21799;20476;5473;0;0;0;22076
90183;gov2;bm25;IDX_DR_BM25;0;100;3;100;333916;333894;63460;0;0;0;334602
90244;gov2;bm25;IDX_DR_BM25;0;100;4;100;2496197;2493892;443258;0;0;0;2496454
90305;gov2;bm25;IDX_DR_BM25;0;100;5;100;2013379;2013337;292451;0;0;0;2013635
90391;gov2;bm25;IDX_DR_BM25;0;100;4;100;580138;556104;79598;0;0;0;654540
90528;gov2;bm25;IDX_DR_BM25;0;100;3;100;796906;780851;115492;0;0;0;799429
90560;gov2;bm25;IDX_DR_BM25;0;100;4;100;371905;345781;55442;0;0;0;373334
90660;gov2;bm25;IDX_DR_BM25;0;100;3;100;761663;752187;114438;0;0;0;763196
90720;gov2;bm25;IDX_DR_BM25;0;100;3;100;31839;21515;3971;0;0;0;32368
90816;gov2;bm25;IDX_DR_BM25;0;100;2;100;126816;126788;38736;0;0;0;127451
90842;gov2;bm25;IDX_DR_BM25;0;100;2;100;72368;71567;23180;0;0;0;72986
90890;gov2;bm25;IDX_DR_BM25;0;100;4;100;142021;141689;26577;0;0;0;142656
91222;gov2;bm25;IDX_DR_BM25;0;100;1;100;35859;34903;10692;0;0;0;36252
91228;gov2;bm25;IDX_DR_BM25;0;100;4;100;267728;267700;48765;0;0;0;268408
91316;gov2;bm25;IDX_DR_BM25;0;100;5;100;5205811;5203698;806789;0;0;0;5206075
91420;gov2;bm25;IDX_DR_BM25;0;100;1;57;122873;109931;1028;0;0;0;354873
91642;gov2;bm25;IDX_DR_BM25;0;100;2;100;84006;83877;22102;0;0;0;85958
91726;gov2;bm25;IDX_DR_BM25;0;100;3;100;54246;53982;12367;0;0;0;54801
92125;gov2;bm25;IDX_DR_BM25;0;100;2;100;460081;460052;108416;0;0;0;460929
92128;gov2;bm25;IDX_DR_BM25;0;100;4;100;2423225;2419667;414780;0;0;0;2423480
92355;gov2;bm25;IDX_DR_BM25;0;100;2;100;335103;335069;33796;0;0;0;335350
92362;gov2;bm25;IDX_DR_BM25;0;100;12;100;6393416;6392253;631478;0;0;0;6394849
92521;gov2;bm25;IDX_DR_BM25;0;100;5;100;3733905;3733862;533502;0;0;0;3736306
92992;gov2;bm25;IDX_DR_BM25;0;100;3;100;212115;153295;23768;0;0;0;218313
93007;gov2;bm25;IDX_DR_BM25;0;100;4;100;25974;24504;5023;0;0;0;26358
93206;gov2;bm25;IDX_DR_BM25;0;100;2;100;52519;52500;13357;0;0;0;53044
93218;gov2;bm25;IDX_DR_BM25;0;100;3;100;888984;888951;133631;0;0;0;890987
93560;gov2;bm25;IDX_DR_BM25;0;100;3;100;108413;97315;17305;0;0;0;109085
93731;gov2;bm25;IDX_DR_BM25;0;100;1;100;8254;7937;2187;0;0;0;8382
93765;gov2;bm25;IDX_DR_BM25;0;100;4;100;517187;517167;76942;0;0;0;518140
93776;gov2;bm25;IDX_DR_BM25;0;100;3;100;296499;291780;63790;0;0;0;297551
93871;gov2;bm25;IDX_DR_BM25;0;100;4;100;2285977;2284788;400053;0;0;0;2286227
93960;gov2;bm25;IDX_DR_BM25;0;100;3;100;201029;200990;6919;0;0;0;201497
93995;gov2;bm25;IDX_DR_BM25;0;100;2;100;31709;31678;8676;0;0;0;32099
94227;gov2;bm25;IDX_DR_BM25;0;100;4;100;782826;782791;140811;0;0;0;784472
94597;gov2;bm25;IDX_DR_BM25;0;100;8;100;1122571;1102780;138436;0;0;0;1124112
94633;gov2;bm25;IDX_DR_BM25;0;100;4;100;463808;455786;79741;0;0;0;466198
94650;gov2;bm25;IDX_DR_BM25;0;100;2;100;401222;397585;95036;0;0;0;401962
94692;gov2;bm25;IDX_DR_BM25;0;100;6;100;611368;608750;93655;0;0;0;613003
94706;gov2;bm25;IDX_DR_BM25;0;100;4;100;2602754;2593113;446305;0;0;0;2603017
95005;gov2;bm25;IDX_DR_BM25;0;100;2;100;1262075;1239730;254941;0;0;0;1385606
95023;gov2;bm25;IDX_DR_BM25;0;100;9;100;3724903;3700899;456839;0;0;0;3726588
95031;gov2;bm25;IDX_DR_BM25;0;100;1;100;147300;147274;3153;0;0;0;147610
95074;gov2;bm25;IDX_DR_BM25;0;100;1;100;15467;15441;4819;0;0;0;15682
95184;gov2;bm25;IDX_DR_BM25;0;100;2;100;26172;26157;6259;0;0;0;26477
95313;gov2;bm25;IDX_DR_BM25;0;100;8;100;9624552;9624515;1207453;0;0;0;9626441
95318;gov2;bm25;IDX_DR_BM25;0;100;4;100;1950351;1942192;256872;0;0;0;1952312
95429;gov2;bm25;IDX_DR_BM25;0;100;2;100;346259;305852;74894;0;0;0;346921
95718;gov2;bm25;IDX_DR_BM25;0;100;2;100;1650873;1649087;361402;0;0;0;1651129
95750;gov2;bm25;IDX_DR_BM25;0;100;3;100;376062;376022;37261;0;0;0;376751
95950;gov2;bm25;IDX_DR_BM25;0;100;5;100;2575974;2574674;436015;0;0;0;2576228
95998;gov2;bm25;IDX_DR_BM25;0;100;4;100;1440351;1440312;219732;0;0;0;1442073
96046;gov2;bm25;IDX_DR_BM25;0;100;4;100;173116;150699;25815;0;0;0;173748
96091;gov2;bm25;IDX_DR_BM25;0;100;6;100;830196;829243;116402;0;0;0;832437
96116;gov2;bm25;IDX_DR_BM25;0;100;3;100;32056;24952;4617;0;0;0;32463
96121;gov2;bm25;IDX_DR_BM25;0;100;6;100;1129812;1129770;163240;0;0;0;1131514
96250;gov2;bm25;IDX_DR_BM25;0;100;4;100;1123591;1104211;182651;0;0;0;1125909
96546;gov2;bm25;IDX_DR_BM25;0;100;5;100;1159157;1127143;167025;0;0;0;1161011
96571;gov2;bm25;IDX_DR_BM25;0;100;2;100;30749;21663;3633;0;0;0;31632
96589;gov2;bm25;IDX_DR_BM25;0;100;7;100;810030;809995;110920;0;0;0;811504
96623;gov2;bm25;IDX_DR_BM25;0;100;6;100;302653;296068;44524;0;0;0;303300
96749;gov2;bm25;IDX_DR_BM25;0;100;3;100;3277594;3276908;486467;0;0;0;3277845
97387;gov2;bm25;IDX_DR_BM25;0;100;4;100;3990533;3990494;647539;0;0;0;3990795
97399;gov2;bm25;IDX_DR_BM25;0;100;2;100;378380;378346;29462;0;0;0;379014
97456;gov2;bm25;IDX_DR_BM25;0;100;3;100;5309985;5309491;703421;0;0;0;5310236
97602;gov2;bm25;IDX_DR_BM25;0;100;4;100;2970080;2970041;434858;0;0;0;2970338
97674;gov2;bm25;IDX_DR_BM25;0;100;2;100;771137;771103;140440;0;0;0;772461
97715;gov2;bm25;IDX_DR_BM25;0;100;1;100;21642;15333;3642;0;0;0;21886
97794;gov2;bm25;IDX_DR_BM25;0;100;2;100;12529;12508;3704;0;0;0;12709
97804;gov2;bm25;IDX_DR_BM25;0;100;5;100;852544;852520;137716;0;0;0;854327
97837;gov2;bm25;IDX_DR_BM25;0;100;7;100;892311;870546;117571;0;0;0;894374
97978;gov2;bm25;IDX_DR_BM25;0;100;5;100;947568;940242;143789;0;0;0;949437
98001;gov2;bm25;IDX_DR_BM25;0;100;2;100;354575;345484;79069;0;0;0;355714
98025;gov2;bm25;IDX_DR_BM25;0;100;9;100;3249965;3247991;361497;0;0;0;3252007
98327;gov2;bm25;IDX_DR_BM25;0;100;2;100;404941;391589;89271;0;0;0;407477
98534;gov2;bm25;IDX_DR_BM25;0;100;4;100;2435228;2432724;427973;0;0;0;2435484
98723;gov2;bm25;IDX_DR_BM25;0;100;2;100;585555;585520;94741;0;0;0;586359
99116;gov2;bm25;IDX_DR_BM25;0;100;6;100;6087578;6084675;898663;0;0;0;6087835
99179;gov2;bm25;IDX_DR_BM25;0;100;4;100;964421;941477;140059;0;0;0;1232725
99222;gov2;bm25;IDX_DR_BM25;0;100;5;100;3332377;3310200;504693;0;0;0;3485494
99264;gov2;bm25;IDX_DR_BM25;0;100;5;100;1152454;1114399;185260;0;0;0;1154305
99312;gov2;bm25;IDX_DR_BM25;0;100;3;100;2757787;2721256;390008;0;0;0;2758050
99361;gov2;bm25;IDX_DR_BM25;0;100;3;100;617651;617614;59481;0;0;0;618668
99367;gov2;bm25;IDX_DR_BM25;0;100;3;100;1673322;1668417;216397;0;0;0;1676250
99374;gov2;bm25;IDX_DR_BM25;0;100;3;100;289932;270484;43953;0;0;0;290581
99606;gov2;bm25;IDX_DR_BM25;0;100;2;100;214044;213015;55426;0;0;0;214690
99700;gov2;bm25;IDX_DR_BM25;0;100;3;100;160860;159689;32821;0;0;0;161499
99726;gov2;bm25;IDX_DR_BM25;0;100;2;100;265838;264967;64880;0;0;0;266494
99727;gov2;bm25;IDX_DR_BM25;0;100;5;100;167223;165544;29485;0;0;0;167879
68;gov2;lmds;IDX_DR_LMDS;0;100;4;100;760210;760189;110761;0;0;0;762630
250;gov2;lmds;IDX_DR_LMDS;0;100;6;100;8704311;8663254;1181068;0;0;0;8704561
503;gov2;lmds;IDX_DR_LMDS;0;100;4;100;1956685;1956648;197404;0;0;0;1958483
561;gov2;lmds;IDX_DR_LMDS;0;100;8;100;16591007;16540844;2092014;0;0;0;16593056
683;gov2;lmds;IDX_DR_LMDS;0;100;5;100;3134327;3132553;339960;0;0;0;3136374
918;gov2;lmds;IDX_DR_LMDS;0;100;7;100;6762735;6704180;946108;0;0;0;7059567
1153;gov2;lmds;IDX_DR_LMDS;0;100;5;100;1436364;1408790;198392;0;0;0;1438418
1178;gov2;lmds;IDX_DR_LMDS;0;100;6;100;867558;833819;115431;0;0;0;871021
1206;gov2;lmds;IDX_DR_LMDS;0;100;4;100;6960106;6952580;1197212;0;0;0;6960362
1394;gov2;lmds;IDX_DR_LMDS;0;100;5;100;4308047;4308003;606503;0;0;0;4308295
1465;gov2;lmds;IDX_DR_LMDS;0;100;3;100;955391;955356;99621;0;0;0;956815
1734;gov2;lmds;IDX_DR_LMDS;0;100;4;100;2733963;2724660;438053;0;0;0;2734212
1847;gov2;lmds;IDX_DR_LMDS;0;100;4;100;3612899;3612861;579252;0;0;0;3613159
1984;gov2;lmds;IDX_DR_LMDS;0;100;2;100;322242;322210;15868;0;0;0;322483
2007;gov2;lmds;IDX_DR_LMDS;0;100;4;100;1409029;1408591;232761;0;0;0;1409276
2127;gov2;lmds;IDX_DR_LMDS;0;100;9;100;9408876;9370131;1118694;0;0;0;9691357
2176;gov2;lmds;IDX_DR_LMDS;0;100;4;100;3532543;3519751;559001;0;0;0;3534437
2198;gov2;lmds;IDX_DR_LMDS;0;100;4;100;490533;434705;58350;0;0;0;491536
2203;gov2;lmds;IDX_DR_LMDS;0;100;2;100;969411;964527;205942;0;0;0;971109
2244;gov2;lmds;IDX_DR_LMDS;0;100;3;100;3296406;3272071;465054;0;0;0;3296648
2388;gov2;lmds;IDX_DR_LMDS;0;100;2;100;655196;655164;97360;0;0;0;655952
2440;gov2;lmds;IDX_DR_LMDS;0;100;3;100;1934672;1931824;285542;0;0;0;1934921
2653;gov2;lmds;IDX_DR_LMDS;0;100;5;100;2507564;2507522;375131;0;0;0;2507820
2875;gov2;lmds;IDX_DR_LMDS;0;100;4;100;2967417;2943141;402952;0;0;0;3066947
2896;gov2;lmds;IDX_DR_LMDS;0;100;3;100;2210183;2160878;295793;0;0;0;2211474
3219;gov2;lmds;IDX_DR_LMDS;0;100;5;100;2587047;2587004;389245;0;0;0;2587289
3414;gov2;lmds;IDX_DR_LMDS;0;100;4;100;3790905;3772095;564787;0;0;0;3901438
3605;gov2;lmds;IDX_DR_LMDS;0;100;4;100;3297385;3233499;513393;0;0;0;3299163
3622;gov2;lmds;IDX_DR_LMDS;0;100;4;100;5779746;5755336;800708;0;0;0;5781569
3768;gov2;lmds;IDX_DR_LMDS;0;100;4;100;1182015;1130376;163316;0;0;0;1185831
3910;gov2;lmds;IDX_DR_LMDS;0;100;6;100;5992237;5963876;914048;0;0;0;5992495
3931;gov2;lmds;IDX_DR_LMDS;0;100;4;100;12167129;12167090;1859575;0;0;0;12170507
4257;gov2;lmds;IDX_DR_LMDS;0;100;2;100;465035;437313;25671;0;0;0;468237
4314;gov2;lmds;IDX_DR_LMDS;0;100;3;100;606908;606551;87329;0;0;0;608289
4411;gov2;lmds;IDX_DR_LMDS;0;100;3;100;3641743;3632228;486098;0;0;0;3642002
4415;gov2;lmds;IDX_DR_LMDS;0;100;3;100;1228373;1228338;141207;0;0;0;1230850
4448;gov2;lmds;IDX_DR_LMDS;0;100;6;100;9092279;9073911;1277943;0;0;0;9510367
4523;gov2;lmds;IDX_DR_LMDS;0;100;9;100;25336177;25220863;3025636;0;0;0;25928687
4572;gov2;lmds;IDX_DR_LMDS;0;100;5;100;3106355;3039632;464552;0;0;0;3119832
4708;gov2;lmds;IDX_DR_LMDS;0;100;3;100;817042;757904;112581;0;0;0;952115
4712;gov2;lmds;IDX_DR_LMDS;0;100;2;100;114626;98356;24300;0;0;0;115252
4720;gov2;lmds;IDX_DR_LMDS;0;100;3;100;180438;180113;37981;0;0;0;181324
4727;gov2;lmds;IDX_DR_LMDS;0;100;5;100;1661231;1660412;253294;0;0;0;1663048
4740;gov2;lmds;IDX_DR_LMDS;0;100;3;100;430499;419751;83089;0;0;0;433382
4875;gov2;lmds;IDX_DR_LMDS;0;100;2;100;584604;582356;136556;0;0;0;585802
4956;gov2;lmds;IDX_DR_LMDS;0;100;3;100;6207841;6201835;835539;0;0;0;6208107
4983;gov2;lmds;IDX_DR_LMDS;0;100;9;100;6076239;6076186;663940;0;0;0;6078035
5013;gov2;lmds;IDX_DR_LMDS;0;100;3;100;1698940;1698904;216355;0;0;0;1700744
5017;gov2;lmds;IDX_DR_LMDS;0;100;5;100;1613096;1583006;237696;0;0;0;1619840
5138;gov2;lmds;IDX_DR_LMDS;0;100;3;100;121249;104897;21367;0;0;0;124033
5258;gov2;lmds;IDX_DR_LMDS;0;100;6;100;7076995;7076781;1032678;0;0;0;7409953
5884;gov2;lmds;IDX_DR_LMDS;0;100;6;100;9352254;9308471;1282085;0;0;0;9748063
5927;gov2;lmds;IDX_DR_LMDS;0;100;16;100;13400524;13250822;1218096;0;0;0;13402610
5941;gov2;lmds;IDX_DR_LMDS;0;100;3;100;191920;166954;27921;0;0;0;205383
5971;gov2;lmds;IDX_DR_LMDS;0;100;12;100;10225775;10224949;1042004;0;0;0;10227856
6062;gov2;lmds;IDX_DR_LMDS;0;100;4;100;2003962;1990978;282294;0;0;0;2017377
6161;gov2;lmds;IDX_DR_LMDS;0;100;3;100;398496;358583;55583;0;0;0;399360
6480;gov2;lmds;IDX_DR_LMDS;0;100;2;100;133836;130286;32780;0;0;0;134076
6785;gov2;lmds;IDX_DR_LMDS;0;100;3;100;862697;861781;132318;0;0;0;863896
6811;gov2;lmds;IDX_DR_LMDS;0;100;5;100;4754146;4746989;725285;0;0;0;4754399
7005;gov2;lmds;IDX_DR_LMDS;0;100;4;100;2806355;2779575;432113;0;0;0;3017368
7078;gov2;lmds;IDX_DR_LMDS;0;100;5;100;2324783;2253944;346899;0;0;0;2325030
7172;gov2;lmds;IDX_DR_LMDS;0;100;2;100;1271015;1235445;250577;0;0;0;1363240
7188;gov2;lmds;IDX_DR_LMDS;0;100;4;100;1984439;1955932;333002;0;0;0;1984686
7211;gov2;lmds;IDX_DR_LMDS;0;100;4;100;1625678;1625639;229272;0;0;0;1627400
7450;gov2;lmds;IDX_DR_LMDS;0;100;8;100;10422083;10377198;1309643;0;0;0;10424032
7552;gov2;lmds;IDX_DR_LMDS;0;100;3;100;968870;968835;85977;0;0;0;969933
7635;gov2;lmds;IDX_DR_LMDS;0;100;1;100;11393;8346;1928;0;0;0;15624
7712;gov2;lmds;IDX_DR_LMDS;0;100;5;100;890182;890158;134915;0;0;0;891831
7956;gov2;lmds;IDX_DR_LMDS;0;100;2;100;173004;165967;37578;0;0;0;173628
8018;gov2;lmds;IDX_DR_LMDS;0;100;6;100;2095808;2095198;319743;0;0;0;2096056
8847;gov2;lmds;IDX_DR_LMDS;0;100;2;100;356432;345431;73425;0;0;0;435455
8946;gov2;lmds;IDX_DR_LMDS;0;100;6;100;1660615;1658823;233713;0;0;0;1662328
8961;gov2;lmds;IDX_DR_LMDS;0;100;5;100;249636;200347;32795;0;0;0;252391
9061;gov2;lmds;IDX_DR_LMDS;0;100;3;100;2697278;2695624;381751;0;0;0;2697536
9178;gov2;lmds;IDX_DR_LMDS;0;100;4;100;3031017;3030977;470220;0;0;0;3031271
9275;gov2;lmds;IDX_DR_LMDS;0;100;4;100;2330103;2330064;351413;0;0;0;2330360
9523;gov2;lmds;IDX_DR_LMDS;0;100;5;100;9945371;9945328;1501126;0;0;0;10464704
9527;gov2;lmds;IDX_DR_LMDS;0;100;6;100;3446142;3403590;447532;0;0;0;3557168
9535;gov2;lmds;IDX_DR_LMDS;0;100;3;100;1429101;1382180;193573;0;0;0;1430901
9540;gov2;lmds;IDX_DR_LMDS;0;100;4;100;1343448;1311913;183348;0;0;0;1345250
9726;gov2;lmds;IDX_DR_LMDS;0;100;2;100;485714;481091;99492;0;0;0;486546
9730;gov2;lmds;IDX_DR_LMDS;0;100;7;100;5566273;5563139;742792;0;0;0;5786740
9839;gov2;lmds;IDX_DR_LMDS;0;100;4;100;2285662;2269275;366458;0;0;0;2289527
9840;gov2;lmds;IDX_DR_LMDS;0;100;3;100;2251722;2200931;287578;0;0;0;2251978
9866;gov2;lmds;IDX_DR_LMDS;0;100;4;100;2677725;2677686;336039;0;0;0;2677974
9950;gov2;lmds;IDX_DR_LMDS;0;100;3;100;913146;913109;105387;0;0;0;915690
9957;gov2;lmds;IDX_DR_LMDS;0;100;2;100;89897;83352;18788;0;0;0;90529
9977;gov2;lmds;IDX_DR_LMDS;0;100;3;100;138632;138423;24272;0;0;0;139362
9991;gov2;lmds;IDX_DR_LMDS;0;100;9;100;9023720;9023106;1165302;0;0;0;9024894
10021;gov2;lmds;IDX_DR_LMDS;0;100;4;100;5705088;5705049;786457;0;0;0;5705517
10063;gov2;lmds;IDX_DR_LMDS;0;100;3;100;2564609;2507842;339999;0;0;0;2569656
10139;gov2;lmds;IDX_DR_LMDS;0;100;3;100;818889;818852;103352;0;0;0;820380
10231;gov2;lmds;IDX_DR_LMDS;0;100;8;100;1459028;1450499;182902;0;0;0;1461252
10395;gov2;lmds;IDX_DR_LMDS;0;100;3;100;620935;608126;90067;0;0;0;624494
10397;gov2;lmds;IDX_DR_LMDS;0;100;6;100;3186881;3177699;444929;0;0;0;3308487
10470;gov2;lmds;IDX_DR_LMDS;0;100;4;100;2704320;2684204;423664;0;0;0;2706148
11060;gov2;lmds;IDX_DR_LMDS;0;100;2;100;419902;377879;79731;0;0;0;420577
11077;gov2;lmds;IDX_DR_LMDS;0;100;3;100;1338379;1336417;185986;0;0;0;1340572
11155;gov2;lmds;IDX_DR_LMDS;0;100;5;100;8077241;8048299;1296140;0;0;0;8077487
11188;gov2;lmds;IDX_DR_LMDS;0;100;5;100;6731061;6731020;983660;0;0;0;6731314
11242;gov2;lmds;IDX_DR_LMDS;0;100;5;100;1141422;1111924;147554;0;0;0;1426231
11245;gov2;lmds;IDX_DR_LMDS;0;100;5;100;4217632;4194432;636624;0;0;0;4405208
11382;gov2;lmds;IDX_DR_LMDS;0;100;8;100;6823747;6755941;862975;0;0;0;7103233
11432;gov2;lmds;IDX_DR_LMDS;0;100;4;100;1823928;1764990;215906;0;0;0;1827632
11439;gov2;lmds;IDX_DR_LMDS;0;100;5;100;2800420;2764867;432336;0;0;0;2800666
11476;gov2;lmds;IDX_DR_LMDS;0;100;3;100;633608;633572;69355;0;0;0;634669
11545;gov2;lmds;IDX_DR_LMDS;0;100;4;100;2799637;2797644;473052;0;0;0;2799888
11809;gov2;lmds;IDX_DR_LMDS;0;100;3;100;587497;587460;66535;0;0;0;588582
11848;gov2;lmds;IDX_DR_LMDS;0;100;4;100;3429735;3428349;549546;0;0;0;3429986
12000;gov2;lmds;IDX_DR_LMDS;0;100;6;100;11874002;11873955;1671074;0;0;0;12406588
12146;gov2;lmds;IDX_DR_LMDS;0;100;2;100;416602;405222;62407;0;0;0;418568
12190;gov2;lmds;IDX_DR_LMDS;0;100;5;100;1267128;1265660;200947;0;0;0;1268876
12254;gov2;lmds;IDX_DR_LMDS;0;100;11;100;14836896;14793003;1604221;0;0;0;14840718
12588;gov2;lmds;IDX_DR_LMDS;0;100;3;100;1638604;1638569;174502;0;0;0;1641698
12644;gov2;lmds;IDX_DR_LMDS;0;100;5;100;2935673;2906875;476048;0;0;0;2949601
12658;gov2;lmds;IDX_DR_LMDS;0;100;3;100;912899;912863;106052;0;0;0;914471
12732;gov2;lmds;IDX_DR_LMDS;0;100;2;100;103887;101145;22128;0;0;0;104498
12835;gov2;lmds;IDX_DR_LMDS;0;100;3;100;3446370;3446158;473126;0;0;0;3446617
12876;gov2;lmds;IDX_DR_LMDS;0;100;3;100;620590;620555;54045;0;0;0;622027
13115;gov2;lmds;IDX_DR_LMDS;0;100;3;100;999039;993741;142446;0;0;0;1001334
13236;gov2;lmds;IDX_DR_LMDS;0;100;3;100;5059902;5041011;678768;0;0;0;5060157
13289;gov2;lmds;IDX_DR_LMDS;0;100;6;100;4783251;4783208;652467;0;0;0;4783498
13293;gov2;lmds;IDX_DR_LMDS;0;100;4;100;2311909;2311868;304023;0;0;0;2315118
13345;gov2;lmds;IDX_DR_LMDS;0;100;3;100;4814800;4765312;661746;0;0;0;4816472
13346;gov2;lmds;IDX_DR_LMDS;0;100;4;100;5334741;5334701;832310;0;0;0;5334996
13369;gov2;lmds;IDX_DR_LMDS;0;100;4;100;1824052;1824013;203759;0;0;0;1825883
13571;gov2;lmds;IDX_DR_LMDS;0;100;5;100;12277836;12243027;1891378;0;0;0;12279668
13798;gov2;lmds;IDX_DR_LMDS;0;100;6;100;2840724;2791815;388526;0;0;0;3460719
13910;gov2;lmds;IDX_DR_LMDS;0;100;3;100;352772;352736;40674;0;0;0;353398
14059;gov2;lmds;IDX_DR_LMDS;0;100;5;100;8541997;8540841;1295769;0;0;0;8544468
14099;gov2;lmds;IDX_DR_LMDS;0;100;2;100;1107982;1092477;182489;0;0;0;1529118
14124;gov2;lmds;IDX_DR_LMDS;0;100;4;100;1807656;1785218;231180;0;0;0;1809493
14488;gov2;lmds;IDX_DR_LMDS;0;100;6;100;2803188;2748001;407029;0;0;0;2803438
14574;gov2;lmds;IDX_DR_LMDS;0;100;7;100;4549501;4549449;560738;0;0;0;4549753
14593;gov2;lmds;IDX_DR_LMDS;0;100;2;100;6091868;6091838;1324863;0;0;0;6092129
14701;gov2;lmds;IDX_DR_LMDS;0;100;8;100;6185221;6185171;689863;0;0;0;6185949
14824;gov2;lmds;IDX_DR_LMDS;0;100;6;100;10023236;10023191;1319454;0;0;0;10432423
15094;gov2;lmds;IDX_DR_LMDS;0;100;3;100;1958046;1909103;231537;0;0;0;1962596
15473;gov2;lmds;IDX_DR_LMDS;0;100;2;100;193106;152346;35141;0;0;0;193731
15515;gov2;lmds;IDX_DR_LMDS;0;100;5;100;850549;849879;133244;0;0;0;852303
15579;gov2;lmds;IDX_DR_LMDS;0;100;3;100;605444;588516;82931;0;0;0;609276
15586;gov2;lmds;IDX_DR_LMDS;0;100;3;100;765847;755332;115420;0;0;0;767250
15675;gov2;lmds;IDX_DR_LMDS;0;100;3;100;2687886;2679142;380784;0;0;0;2688127
15682;gov2;lmds;IDX_DR_LMDS;0;100;6;100;2210866;2210820;287946;0;0;0;2286178
15760;gov2;lmds;IDX_DR_LMDS;0;100;4;100;2469042;2451876;318473;0;0;0;2470858
15936;gov2;lmds;IDX_DR_LMDS;0;100;2;100;325590;283692;64197;0;0;0;326231
16238;gov2;lmds;IDX_DR_LMDS;0;100;4;100;820202;818880;142377;0;0;0;821539
16327;gov2;lmds;IDX_DR_LMDS;0;100;4;100;3135002;3126843;484389;0;0;0;3135247
16386;gov2;lmds;IDX_DR_LMDS;0;100;5;100;2882679;2882637;419993;0;0;0;2882925
16548;gov2;lmds;IDX_DR_LMDS;0;100;4;100;1791556;1772425;233211;0;0;0;1907876
16649;gov2;lmds;IDX_DR_LMDS;0;100;6;100;5018325;4969874;703799;0;0;0;5198781
16750;gov2;lmds;IDX_DR_LMDS;0;100;4;100;2491393;2468128;392869;0;0;0;2496373
16802;gov2;lmds;IDX_DR_LMDS;0;100;4;100;3071945;3008412;489688;0;0;0;3073681
17031;gov2;lmds;IDX_DR_LMDS;0;100;2;100;111416;96775;5021;0;0;0;246976
17228;gov2;lmds;IDX_DR_LMDS;0;100;6;100;5564781;5564740;811120;0;0;0;5565030
17249;gov2;lmds;IDX_DR_LMDS;0;100;4;100;3572552;3553263;562429;0;0;0;3816786
17289;gov2;lmds;IDX_DR_LMDS;0;100;7;100;5232823;5143154;676423;0;0;0;5416979
17297;gov2;lmds;IDX_DR_LMDS;0;100;5;100;2451336;2401754;393420;0;0;0;2455625
